Corpus	Id_aa	Nom_aa	Id_phrase	Texte_phrase	Id_SitEmo	Auteur_SitEmo	Texte_SitEmo	Nature_SitEmo	Declencheur_entier	Mode	Type1	Type2	Cat1	Cat2	Lemmes_declencheurs	Lemmes_SitEmo
PtitLibe	2249-26277372	7-12_PtitLibe75-pedophilie_Pourquoi_c_est_tres_grave	2249-26277372_1565-1629	L’enfant peut aussi avoir honte alors que c’est lui la victime. 	aetienne_1621579834272_2249-26277372	aetienne	la victime	SN	victime	Suggeree	Base	Base	Tristesse	Peur	victime	le victime
PtitLibe	2249-26277372	7-12_PtitLibe75-pedophilie_Pourquoi_c_est_tres_grave	2249-26277372_1629-1737	Il peut aussi se sentir en colère contre lui-même et contre les autres et en souffrir ensuite toute sa vie. 	aetienne_1621579834273_2249-26277372	aetienne	en colère contre lui-même et contre les autres	SPrep	colère	Designee	Base	Aucun	Colere	Aucune	colèr	en colère contre lui-même et contre le autre
PtitLibe	2249-26277372	7-12_PtitLibe75-pedophilie_Pourquoi_c_est_tres_grave	2249-26277372_1629-1737	Il peut aussi se sentir en colère contre lui-même et contre les autres et en souffrir ensuite toute sa vie. 	aetienne_1621579834275_2249-26277372	aetienne	en souffrir	Proposition	souffrir	Designee	Base	Aucun	Tristesse	Aucune	souffrir	en souffrir
PtitLibe	2249-26277372	7-12_PtitLibe75-pedophilie_Pourquoi_c_est_tres_grave	2249-26277372_1737-1852	Il arrive aussi qu’il ne ressente pas tout ça sur le moment mais qu’il en souffre tout à coup des années plus tard.	aetienne_1621579834277_2249-26277372	aetienne	en souffre	Proposition	souffre	Designee	Base	Aucun	Tristesse	Aucune	souffrir	en souffre
PtitLibe	2691-89781021	7-12_PtitLibe75-pedophilie_Pourquoi_en_ce_moment	2691-89781021_120-300	On a appris récemment que des milliers d’enfants avaient été agressés par des prêtres pendant des années aux Etats-Unis, en Allemagne, en Australie, en Irlande ou encore au Chili. 	aetienne_1621579834272_2691-89781021	aetienne	avaient été agressés par des prêtres	Proposition	agressés	Suggeree	Base	Base	Peur	Tristesse	agresser	avoir être agresser par un prêtre
PtitLibe	2691-89781021	7-12_PtitLibe75-pedophilie_Pourquoi_en_ce_moment	2691-89781021_900-986	Ce qu’il se passe dans l’Eglise est choquant parce que ce sont des actes très graves. 	aetienne_1621579834278_2691-89781021	aetienne	des actes très graves	SN	graves	Suggeree	Base	Aucun	Colere	Aucune	grave	un acte très grave
PtitLibe	2691-89781021	7-12_PtitLibe75-pedophilie_Pourquoi_en_ce_moment	2691-89781021_900-986	Ce qu’il se passe dans l’Eglise est choquant parce que ce sont des actes très graves. 	aetienne_1621579834277_2691-89781021	aetienne	choquant	SAdj	choquant	Designee	Base	Base	Surprise	Colere	choquer	choquer
PtitLibe	2691-89781021	7-12_PtitLibe75-pedophilie_Pourquoi_en_ce_moment	2691-89781021_1894-2078	Ça ne choquait par exemple personne de voir un enfant travailler au XIXe (19e) siècle parce qu’on estimait que ses petits doigts étaient particulièrement adaptés aux travaux délicats. 	aetienne_1629752616666_2691-89781021	aetienne	choquait	Proposition	choquait	Designee	Base	Base	Surprise	Colere	choquer	choquer
PtitLibe	2691-89781021	7-12_PtitLibe75-pedophilie_Pourquoi_en_ce_moment	2691-89781021_2483-2560	Ça a permis de comprendre que c’était un grand traumatisme pour les victimes.	aetienne_1629752675556_2691-89781021	aetienne	un grand traumatisme	SN	traumatisme	Designee	Base	Base	Surprise	Peur	traumatisme	un grand traumatisme
PtitLibe	2471-36496350	7-12_PtitLibe76-art_contemporain_Comment_prix_oeuvre	2471-36496350_40-109	Début octobre, l’artiste britannique Banksy a surpris tout le monde. 	aetienne_1621579834311_2471-36496350	aetienne	a surpris	Proposition	surpris	Designee	Base	Aucun	Surprise	Aucune	surpri	avoir surprendre
PtitLibe	2471-36496350	7-12_PtitLibe76-art_contemporain_Comment_prix_oeuvre	2471-36496350_184-321	La vente à peine terminée, une alarme s’est déclenchée, le dessin s’est mis à glisser du cadre et la moitié en est ressortie déchiquetée.	aetienne_1629786118198_2471-36496350	aetienne	une alarme s’est déclenchée	Proposition	une alarme s’est déclenchée	Suggeree	Base	Aucun	Surprise	Aucune	un alarme s’ être déclencher	un alarme s’ être déclencher
PtitLibe	1459-34066593	7-12_PtitLibe76-art_contemporain_Fiac	1459-34066593_230-456	Depuis jeudi et durant quatre jours, les visiteurs peuvent admirer de nombreuses peintures, des sculptures immenses, des photographies, des installations… des œuvres réalisées par près de 3 000 artistes de 27 pays différents. 	aetienne_1629786399108_1459-34066593	aetienne	admirer de nombreuses peintures, des sculptures immenses, des photographies, des installations… des œuvres réalisées par près de 3 000 artistes de 27 pays différents	Proposition	admirer	Designee	Complexe	Aucun	Admiration	Aucune	admirer	admirer de nombreux peinture , un sculpture immense , un photographie , un installation … un œuvre réaliser par près de 3 000 artiste de 27 pays différent
PtitLibe	1852-13138686	7-12_PtitLibe76-art_contemporain_Melanie	1852-13138686_703-814	Elle veut montrer par là que «c’est souvent inconfortable de se montrer en public, qu’on se sent mal à l’aise. 	aetienne_1629786734698_1852-13138686	aetienne	inconfortable de se montrer en public	SAdj	inconfortable	Designee	Complexe	Aucun	Embarras	Aucune	inconfortable	inconfortable de se montrer en public
PtitLibe	1852-13138686	7-12_PtitLibe76-art_contemporain_Melanie	1852-13138686_703-814	Elle veut montrer par là que «c’est souvent inconfortable de se montrer en public, qu’on se sent mal à l’aise. 	aetienne_1621579834355_1852-13138686	aetienne	mal à l’aise	SPrep	mal à l’aise	Designee	Complexe	Aucun	Embarras	Aucune	mal à l’ aise	mal à l’ aise
PtitLibe	1852-13138686	7-12_PtitLibe76-art_contemporain_Melanie	1852-13138686_1056-1115	Quand on se jette dessus, ce n’est donc pas très agréable. 	aetienne_1621579834356_1852-13138686	aetienne	très agréable	SAdj	agréable	Designee	Base	Aucun	Joie	Aucune	agréable	très agréable
PtitLibe	1945-27007299	7-12_PtitLibe76-art_contemporain_Qui_achete_et_vend_oeuvres	1945-27007299_1437-1523	Pour un artiste, «c’est la réussite suprême d’être dans un musée», note Roxana Azimi. 	aetienne_1629787245452_1945-27007299	aetienne	la réussite suprême d’être dans un musée	SN	réussite	Suggeree	Complexe	Base	Fierte	Joie	réussite	le réussite suprême d’ être dans un musée
PtitLibe	1980-9489051	7-12_PtitLibe77-changement_heure_Pourquoi_gens_se_plaignent	1980-9489051_0-58	Pourquoi des gens se plaignent-ils du changement d’heure ?	aetienne_1629787684093_1980-9489051	aetienne	se plaignent du changement d’heure	Proposition	se plaignent	Comportementale	Base	Aucun	Colere	Aucune	se plaindre	se plaindre de changement d’ heure
PtitLibe	1980-9489051	7-12_PtitLibe77-changement_heure_Pourquoi_gens_se_plaignent	1980-9489051_1020-1157	«Notre horloge est responsable des accidents cardiovasculaires, de l’humeur, de la capacité à gérer le stress… poursuit le scientifique. 	aetienne_1621579834458_1980-9489051	aetienne	le stress	SN	stress	Designee	Base	Aucun	Peur	Aucune	stress	le stress
PtitLibe	1980-9489051	7-12_PtitLibe77-changement_heure_Pourquoi_gens_se_plaignent	1980-9489051_1367-1452	Et il y a plus de dépressions au passage à l’heure d’hiver», indique Claude Gronfier.	aetienne_1621579834460_1980-9489051	aetienne	plus de dépressions	SN	dépressions	Designee	Base	Aucun	Tristesse	Aucune	dépression	plus de dépression
PtitLibe	3168-43795620	7-12_PtitLibe77-changement_heure_Qui_decide_heure_dans_monde	3168-43795620_2751-2821	Depuis, la France vit toujours sur le fuseau horaire de l’Allemagne ! 	aetienne_1629788235181_3168-43795620	aetienne	toujours	SAdv	toujours	Suggeree	Base	Aucun	Surprise	Aucune	toujours	toujours
PtitLibe	1530-41605839	7-12_PtitLibe77-changement_heure_Vincent	1530-41605839_822-950	Mais le passage à l’heure d’hiver, ce n’est pas le plus embêtant aux yeux de Vincent. «Ce n’est pas trop grave dans ce sens-là. 	aetienne_1629789129575_1530-41605839	aetienne	le plus embêtant	SAdj	embêtant	Designee	Base	Aucun	Tristesse	Aucune	embêter	le plus embêtant
PtitLibe	2085-32846715	7-12_PtitLibe78-Trump_mi-mandat_Isayas	2085-32846715_719-798	Le président Donald Trump est contre l’immigration et a insulté les Mexicains. 	aetienne_1621579834528_2085-32846715	aetienne	a insulté	Proposition	insulté	Designee	Complexe	Aucun	Embarras	Aucune	insulter	avoir insulter
PtitLibe	2085-32846715	7-12_PtitLibe78-Trump_mi-mandat_Isayas	2085-32846715_719-798	Le président Donald Trump est contre l’immigration et a insulté les Mexicains. 	aetienne_1629817963179_2085-32846715	aetienne	a insulté	Proposition	insulté	Comportementale	Base	Aucun	Colere	Aucune	insulter	avoir insulter
PtitLibe	2085-32846715	7-12_PtitLibe78-Trump_mi-mandat_Isayas	2085-32846715_798-847	Alors Isayas a parfois peur de subir du racisme. 	aetienne_1621579834529_2085-32846715	aetienne	peur de subir du racisme	SN	peur	Designee	Base	Aucun	Peur	Aucune	peur	peur de subir de racisme
PtitLibe	2860-49635036	7-12_PtitLibe78-Trump_mi-mandat_Pourquoi_Trump_divise	2860-49635036_35-99	Donald Trump a été élu il y a deux ans, à la surprise générale. 	aetienne_1621579834546_2860-49635036	aetienne	la surprise	SN	surprise	Designee	Base	Aucun	Surprise	Aucune	surprise	le surprise
PtitLibe	2860-49635036	7-12_PtitLibe78-Trump_mi-mandat_Pourquoi_Trump_divise	2860-49635036_526-620	Résultat : «ll y a deux Amériques qui se regardent et se détestent, et c’est très inquiétant.»	aetienne_1621579834548_2860-49635036	aetienne	très inquiétant	SAdj	inquiétant	Designee	Base	Aucun	Peur	Aucune	inquiéter	très inquiétant
PtitLibe	2860-49635036	7-12_PtitLibe78-Trump_mi-mandat_Pourquoi_Trump_divise	2860-49635036_756-998	Et le président américain dit notamment tout ce qui lui passe par la tête sur le réseau social Twitter, où il écrit tous les jours et ne se gêne pas pour insulter ou faire peur à tous ceux qui le critiquent, même des dirigeants d’autres pays.	aetienne_1629818609256_2860-49635036	aetienne	le critiquent	Proposition	critiquent	Comportementale	Base	Aucun	Colere	Aucune	critiquer	le critiquent
PtitLibe	2860-49635036	7-12_PtitLibe78-Trump_mi-mandat_Pourquoi_Trump_divise	2860-49635036_756-998	Et le président américain dit notamment tout ce qui lui passe par la tête sur le réseau social Twitter, où il écrit tous les jours et ne se gêne pas pour insulter ou faire peur à tous ceux qui le critiquent, même des dirigeants d’autres pays.	aetienne_1621579834550_2860-49635036	aetienne	insulter	Proposition	insulter	Designee	Complexe	Aucun	Embarras	Aucune	insulter	insulter
PtitLibe	2860-49635036	7-12_PtitLibe78-Trump_mi-mandat_Pourquoi_Trump_divise	2860-49635036_756-998	Et le président américain dit notamment tout ce qui lui passe par la tête sur le réseau social Twitter, où il écrit tous les jours et ne se gêne pas pour insulter ou faire peur à tous ceux qui le critiquent, même des dirigeants d’autres pays.	aetienne_1621579834551_2860-49635036	aetienne	peur	SN	peur	Designee	Base	Aucun	Peur	Aucune	peur	peur
PtitLibe	2860-49635036	7-12_PtitLibe78-Trump_mi-mandat_Pourquoi_Trump_divise	2860-49635036_756-998	Et le président américain dit notamment tout ce qui lui passe par la tête sur le réseau social Twitter, où il écrit tous les jours et ne se gêne pas pour insulter ou faire peur à tous ceux qui le critiquent, même des dirigeants d’autres pays.	aetienne_1629818674140_2860-49635036	aetienne	gêne	Proposition	gêne	Designee	Complexe	Aucun	Embarras	Aucune	gêne	gêne
PtitLibe	2860-49635036	7-12_PtitLibe78-Trump_mi-mandat_Pourquoi_Trump_divise	2860-49635036_756-998	Et le président américain dit notamment tout ce qui lui passe par la tête sur le réseau social Twitter, où il écrit tous les jours et ne se gêne pas pour insulter ou faire peur à tous ceux qui le critiquent, même des dirigeants d’autres pays.	aetienne_1629818508290_2860-49635036	aetienne	insulter	Proposition	insulter	Comportementale	Base	Aucun	Colere	Aucune	insulter	insulter
PtitLibe	2860-49635036	7-12_PtitLibe78-Trump_mi-mandat_Pourquoi_Trump_divise	2860-49635036_1174-1533	On ne sait jamais s’il va balancer une bombe atomique ou lancer une guerre commerciale.» Dans le doute, les autres dirigeants n’ont pas envie de prendre trop de risques parce que Trump est à la tête de la première puissance militaire et de la première puissance économique du monde. «Il est très peu diplomate mais il réussit des coups parce qu’il fait peur. 	aetienne_1621579834558_2860-49635036	aetienne	trop de risques	SN	risques	Designee	Base	Aucun	Peur	Aucune	risque	trop de risque
PtitLibe	2860-49635036	7-12_PtitLibe78-Trump_mi-mandat_Pourquoi_Trump_divise	2860-49635036_1174-1533	On ne sait jamais s’il va balancer une bombe atomique ou lancer une guerre commerciale.» Dans le doute, les autres dirigeants n’ont pas envie de prendre trop de risques parce que Trump est à la tête de la première puissance militaire et de la première puissance économique du monde. «Il est très peu diplomate mais il réussit des coups parce qu’il fait peur. 	aetienne_1621579834560_2860-49635036	aetienne	peur	SN	peur	Designee	Base	Aucun	Peur	Aucune	peur	peur
PtitLibe	2860-49635036	7-12_PtitLibe78-Trump_mi-mandat_Pourquoi_Trump_divise	2860-49635036_1533-1571	Il a la capacité de détruire un pays. 	aetienne_1629818840690_2860-49635036	aetienne	Il a la capacité de détruire un pays	Proposition	détruire	Suggeree	Base	Aucun	Peur	Aucune	détruire	il avoir le capacité de détruire un pays
PtitLibe	2860-49635036	7-12_PtitLibe78-Trump_mi-mandat_Pourquoi_Trump_divise	2860-49635036_1638-1684	Donald Trump est accusé de mentir énormément. 	aetienne_1629818879930_2860-49635036	aetienne	est accusé de mentir énormément	Proposition	accusé	Comportementale	Base	Aucun	Colere	Aucune	accuser	être accuser de mentir énormément
PtitLibe	2860-49635036	7-12_PtitLibe78-Trump_mi-mandat_Pourquoi_Trump_divise	2860-49635036_1638-1684	Donald Trump est accusé de mentir énormément. 	aetienne_1629818889542_2860-49635036	aetienne	mentir énormément	Proposition	mentir	Suggeree	Base	Aucun	Colere	Aucune	mentir	mentir énormément
PtitLibe	2860-49635036	7-12_PtitLibe78-Trump_mi-mandat_Pourquoi_Trump_divise	2860-49635036_1684-1912	Le Washington Post, un journal américain sérieux, compte ses mensonges et ses erreurs à chaque fois qu’il dit quelque chose et il y a en déjà plus de 5 000 ! «Il ne ment pas forcément volontairement, mais il dit n’importe quoi. 	aetienne_1621579834562_2860-49635036	aetienne	déjà	SAdv	déjà	Montree	Base	Aucun	Surprise	Aucune	déjà	déjà
PtitLibe	2860-49635036	7-12_PtitLibe78-Trump_mi-mandat_Pourquoi_Trump_divise	2860-49635036_2095-2295	De nombreuses personnes se demandent s’il n’a pas carrément un problème dans sa tête. «Il a besoin d’être aimé, ne supporte pas la critique et veut être au centre de l’attention», dit Laurence Nardon.	aetienne_1629819081990_2860-49635036	aetienne	ne supporte pas la critique	Proposition	ne supporte pas	Suggeree	Base	Aucun	Colere	Aucune	ne supporter pas	ne supporter pas le critique
PtitLibe	2860-49635036	7-12_PtitLibe78-Trump_mi-mandat_Pourquoi_Trump_divise	2860-49635036_2396-2581	Selon lui, tous ceux qui travaillent avec Trump pensent qu’il n’est pas fait pour être président : «Ils disent qu’il est comme un enfant, qu’il a besoin d’être immédiatement satisfait. 	aetienne_1629819123724_2860-49635036	aetienne	satisfait	SAdj	satisfait	Designee	Base	Aucun	Joie	Aucune	satisfait	satisfait
PtitLibe	2243-4379562	7-12_PtitLibe78-Trump_mi-mandat_Que_font_Americains	2243-4379562_396-525	Ils ont aussi organisé des collectes d’argent pour aider des immigrés menacés d’expulsion à payer des avocats pour les défendre. 	aetienne_1621579834571_2243-4379562	aetienne	menacés d’expulsion	SAdj	menacés	Designee	Base	Aucun	Peur	Aucune	menacer	menacer d’ expulsion
PtitLibe	2243-4379562	7-12_PtitLibe78-Trump_mi-mandat_Que_font_Americains	2243-4379562_648-829	Certains Américains détestent tellement Donald Trump et sont si inquiets des dégâts qu’il pourrait faire qu’ils ont décidé de s’engager dans la vie politique pour la première fois. 	aetienne_1629819835733_2243-4379562	aetienne	s’engager dans la vie politique pour la première fois	Proposition	s’engager dans la vie politique	Comportementale	Base	Aucun	Peur	Aucune	s’ engager dans le vie politique	s’ engager dans le vie politique pour le premier fois
PtitLibe	2243-4379562	7-12_PtitLibe78-Trump_mi-mandat_Que_font_Americains	2243-4379562_648-829	Certains Américains détestent tellement Donald Trump et sont si inquiets des dégâts qu’il pourrait faire qu’ils ont décidé de s’engager dans la vie politique pour la première fois. 	aetienne_1621579834573_2243-4379562	aetienne	dégâts qu’il pourrait faire	SN	dégâts	Suggeree	Base	Aucun	Peur	Aucune	dégât	dégât qu’ il pouvoir faire
PtitLibe	2243-4379562	7-12_PtitLibe78-Trump_mi-mandat_Que_font_Americains	2243-4379562_648-829	Certains Américains détestent tellement Donald Trump et sont si inquiets des dégâts qu’il pourrait faire qu’ils ont décidé de s’engager dans la vie politique pour la première fois. 	aetienne_1621579834572_2243-4379562	aetienne	si inquiets des dégâts qu’il pourrait faire qu’ils ont décidé de s’engager dans la vie politique pour la première fois	SAdj	inquiets	Designee	Base	Aucun	Peur	Aucune	inquiet	si inquiet de dégât qu’ il pouvoir faire qu’ il avoir décider de s’ engager dans le vie politique pour le premier fois
PtitLibe	2621-23357664	7-12_PtitLibe78-Trump_mi-mandat_quoi_servent_ces_elections	2621-23357664_1952-2042	En plus de ça, Donald Trump pourrait même être obligé de quitter son poste de président ! 	aetienne_1621579834610_2621-23357664	aetienne	même	SAdv	même	Montree	Base	Aucun	Surprise	Aucune	même	même
PtitLibe	2621-23357664	7-12_PtitLibe78-Trump_mi-mandat_quoi_servent_ces_elections	2621-23357664_2414-2486	Donc si les démocrates gagnent ces élections, Donald Trump risque gros !	aetienne_1621579834612_2621-23357664	aetienne	risque gros	Proposition	risque	Designee	Base	Aucun	Peur	Aucune	risque	risque gros
PtitLibe	3055-98540145	7-12_PtitLibe78-Trump_mi-mandat_Trump_depuis_deux_ans	3055-98540145_40-202	Donald Trump est président des Etats-Unis depuis deux ans et a pris différentes décisions qui ont fait plaisir à certaines personnes et beaucoup moins à d’autres.	aetienne_1621579834624_3055-98540145	aetienne	plaisir	SN	plaisir	Designee	Base	Aucun	Joie	Aucune	plaisir	plaisir
PtitLibe	3055-98540145	7-12_PtitLibe78-Trump_mi-mandat_Trump_depuis_deux_ans	3055-98540145_788-881	L’Iran avait accepté d’arrêter la fabrication d’une arme nucléaire, qui est très dangereuse. 	aetienne_1621579834632_3055-98540145	aetienne	très dangereuse	SAdj	dangereuse	Designee	Base	Aucun	Peur	Aucune	dangereux	très dangereux
PtitLibe	3055-98540145	7-12_PtitLibe78-Trump_mi-mandat_Trump_depuis_deux_ans	3055-98540145_881-990	En échange, les pays qui lui reprochaient ça, comme les Etats-Unis et la France, ont retiré leurs punitions. 	aetienne_1621579834633_3055-98540145	aetienne	lui reprochaient ça	Proposition	reprochaient	Comportementale	Base	Aucun	Colere	Aucune	reprocher	luire reprocher cela
PtitLibe	3055-98540145	7-12_PtitLibe78-Trump_mi-mandat_Trump_depuis_deux_ans	3055-98540145_1040-1147	Certains disent que cette décision menace la paix dans la région autour de l’Iran mais aussi dans le monde.	aetienne_1629820372046_3055-98540145	aetienne	menace la paix dans la région autour de l’Iran mais aussi dans le monde	Proposition	menace	Designee	Base	Aucun	Peur	Aucune	menace	menacer le paix dans le région autour de l’ Iran mais aussi dans le monde
PtitLibe	3055-98540145	7-12_PtitLibe78-Trump_mi-mandat_Trump_depuis_deux_ans	3055-98540145_2028-2057	Faire plaisir à ses électeurs	aetienne_1621579834641_3055-98540145	aetienne	plaisir	SN	plaisir	Designee	Base	Aucun	Joie	Aucune	plaisir	plaisir
PtitLibe	2073-89781021	7-12_PtitLibe79-election_president_Bresil_Bolsonaro_exception	2073-89781021_1402-1613	Dans le même temps, il y a des guerres ou des situations très difficiles dans des pays d'Afrique ou du Moyen-Orient, comme la Syrie, donc des gens qui y habitent s’enfuient et essayent de venir vivre en Europe. 	aetienne_1629820792210_2073-89781021	aetienne	s’enfuient	Proposition	s’enfuient	Comportementale	Base	Aucun	Peur	Aucune	s’ enfuir	s’ enfuir
PtitLibe	1837-88321167	7-12_PtitLibe79-election_president_Bresil_Comment_s_est_passee_election	1837-88321167_217-415	Quand sa victoire a été annoncée, des centaines de milliers de Brésiliens sont allés dans les rues pour montrer leur joie, en brandissant des drapeaux et même parfois en tirant des feux d’artifice. 	aetienne_1621579834671_1837-88321167	aetienne	joie	SN	joie	Designee	Base	Aucun	Joie	Aucune	joie	joie
PtitLibe	1837-88321167	7-12_PtitLibe79-election_president_Bresil_Comment_s_est_passee_election	1837-88321167_217-415	Quand sa victoire a été annoncée, des centaines de milliers de Brésiliens sont allés dans les rues pour montrer leur joie, en brandissant des drapeaux et même parfois en tirant des feux d’artifice. 	aetienne_1629821225777_1837-88321167	aetienne	en brandissant des drapeaux	Proposition	brandissant des drapeaux	Comportementale	Base	Aucun	Joie	Aucune	brandir un drapeau	en brandir un drapeau
PtitLibe	1837-88321167	7-12_PtitLibe79-election_president_Bresil_Comment_s_est_passee_election	1837-88321167_217-415	Quand sa victoire a été annoncée, des centaines de milliers de Brésiliens sont allés dans les rues pour montrer leur joie, en brandissant des drapeaux et même parfois en tirant des feux d’artifice. 	aetienne_1629821243104_1837-88321167	aetienne	en tirant des feux d’artifice	Proposition	tirant des feux d’artifice	Comportementale	Base	Aucun	Joie	Aucune	tirer un feux d’ artifice	en tirer un feux d’ artifice
PtitLibe	1837-88321167	7-12_PtitLibe79-election_president_Bresil_Comment_s_est_passee_election	1837-88321167_217-415	Quand sa victoire a été annoncée, des centaines de milliers de Brésiliens sont allés dans les rues pour montrer leur joie, en brandissant des drapeaux et même parfois en tirant des feux d’artifice. 	aetienne_1621579834669_1837-88321167	aetienne	sa victoire a été annoncée	Proposition	victoire	Suggeree	Base	Aucun	Joie	Aucune	victoire	son victoire avoir être annoncer
PtitLibe	1837-88321167	7-12_PtitLibe79-election_president_Bresil_Comment_s_est_passee_election	1837-88321167_415-510	Les Brésiliens se sont beaucoup intéressés à la campagne, qui a été très mouvementée et tendue.	aetienne_1629821305330_1837-88321167	aetienne	tendue	SAdj	tendue	Designee	Base	Aucun	Colere	Aucune	tendre	tendre
PtitLibe	1837-88321167	7-12_PtitLibe79-election_president_Bresil_Comment_s_est_passee_election	1837-88321167_652-784	Nombre d’entre eux en ont assez du parti qui a gouverné le pays pendant 13 ans de suite, de 2003 à 2016, le Parti des travailleurs. 	aetienne_1629821398050_1837-88321167	aetienne	en ont assez du parti qui a gouverné le pays pendant 13 ans de suite, de 2003 à 2016, le Parti des travailleurs	Proposition	en ont assez	Designee	Base	Aucun	Colere	Aucune	en avoir assez	en avoir assez de parti qui avoir gouverner le pays pendant 13 an de suite , de 2003 à 2016 , le parti de travailleur
PtitLibe	1837-88321167	7-12_PtitLibe79-election_president_Bresil_Comment_s_est_passee_election	1837-88321167_784-916	Ils trouvent notamment que ce parti n’arrive pas à résoudre les problèmes du Brésil et que ça ne sert plus à rien de compter dessus.	aetienne_1629821512855_1837-88321167	aetienne	ce parti n’arrive pas à résoudre les problèmes du Brésil	Proposition	n’arrive pas à résoudre les problèmes	Suggeree	Base	Aucun	Colere	Aucune	n’ arriver pas à résoudre le problème	ce parti n’ arriver pas à résoudre le problème de Brésil
PtitLibe	1837-88321167	7-12_PtitLibe79-election_president_Bresil_Comment_s_est_passee_election	1837-88321167_916-990	Ils en ont aussi assez que ses membres ne respectent pas toujours la loi. 	aetienne_1629821448612_1837-88321167	aetienne	en ont aussi assez que ses membres ne respectent pas toujours la loi	Proposition	en ont assez	Designee	Base	Aucun	Colere	Aucune	en avoir assez	en avoir aussi assez que son membre ne respecter pas toujours le loi
PtitLibe	1837-88321167	7-12_PtitLibe79-election_president_Bresil_Comment_s_est_passee_election	1837-88321167_916-990	Ils en ont aussi assez que ses membres ne respectent pas toujours la loi. 	aetienne_1629821466123_1837-88321167	aetienne	ses membres ne respectent pas toujours la loi	Proposition	ne respectent pas	Suggeree	Base	Aucun	Colere	Aucune	ne respecter pas	son membre ne respecter pas toujours le loi
PtitLibe	1837-88321167	7-12_PtitLibe79-election_president_Bresil_Comment_s_est_passee_election	1837-88321167_1098-1211	Jair Bolsonaro fait peur à beaucoup de gens à cause de ses idées et de ses discours très durs, parfois violents. 	aetienne_1621579834679_1837-88321167	aetienne	peur	SN	peur	Designee	Base	Aucun	Peur	Aucune	peur	peur
PtitLibe	1837-88321167	7-12_PtitLibe79-election_president_Bresil_Comment_s_est_passee_election	1837-88321167_1098-1211	Jair Bolsonaro fait peur à beaucoup de gens à cause de ses idées et de ses discours très durs, parfois violents. 	aetienne_1621579834680_1837-88321167	aetienne	ses discours très durs, parfois violents	SN	durs;violents	Suggeree	Base	Aucun	Peur	Aucune	durs;violent	son discours très dur , parfois violent
PtitLibe	1837-88321167	7-12_PtitLibe79-election_president_Bresil_Comment_s_est_passee_election	1837-88321167_1211-1333	C’était la première fois au Brésil qu’un candidat avec des propos que beaucoup trouvent dangereux était capable de gagner.	aetienne_1621579834682_1837-88321167	aetienne	dangereux	SAdj	dangereux	Designee	Base	Aucun	Peur	Aucune	dangereux	dangereux
PtitLibe	515-6569343	7-12_PtitLibe79-election_president_Bresil_description	515-6569343_102-215	De nombreux citoyens se sont réjouis de sa victoire à l’élection, mais une partie de la population est inquiète. 	aetienne_1621579834689_515-6569343	aetienne	se sont réjouis de sa victoire à l’élection	Proposition	réjouis	Comportementale	Base	Aucun	Joie	Aucune	réjouir	se être réjouir de son victoire à l’ élection
PtitLibe	515-6569343	7-12_PtitLibe79-election_president_Bresil_description	515-6569343_102-215	De nombreux citoyens se sont réjouis de sa victoire à l’élection, mais une partie de la population est inquiète. 	aetienne_1621579834690_515-6569343	aetienne	inquiète	SAdj	inquiète	Designee	Base	Aucun	Peur	Aucune	inquiet	inquiet
PtitLibe	515-6569343	7-12_PtitLibe79-election_president_Bresil_description	515-6569343_102-215	De nombreux citoyens se sont réjouis de sa victoire à l’élection, mais une partie de la population est inquiète. 	aetienne_1629821819415_515-6569343	aetienne	sa victoire à l’élection	SN	victoire	Suggeree	Base	Aucun	Joie	Aucune	victoire	son victoire à l’ élection
PtitLibe	515-6569343	7-12_PtitLibe79-election_president_Bresil_description	515-6569343_215-333	Jair Bolsonaro dit souvent des choses choquantes et il donne l’impression qu’il va gouverner le Brésil de façon dure. 	aetienne_1629821915748_515-6569343	aetienne	il va gouverner le Brésil de façon dure	Proposition	gouverner de façon dure	Suggeree	Base	Aucun	Peur	Aucune	gouverner de façon dur	il aller gouverner le brésil de façon dur
PtitLibe	515-6569343	7-12_PtitLibe79-election_president_Bresil_description	515-6569343_215-333	Jair Bolsonaro dit souvent des choses choquantes et il donne l’impression qu’il va gouverner le Brésil de façon dure. 	aetienne_1621579834692_515-6569343	aetienne	choquantes	SAdj	choquantes	Designee	Base	Base	Surprise	Peur	choquante	choquante
PtitLibe	515-6569343	7-12_PtitLibe79-election_president_Bresil_description	515-6569343_333-411	Cette élection a été exceptionnelle car elle a vraiment divisé les habitants. 	aetienne_1621579834693_515-6569343	aetienne	exceptionnelle	SAdj	exceptionnelle	Designee	Base	Aucun	Surprise	Aucune	exceptionnelle	exceptionnelle
PtitLibe	1616-10218978	7-12_PtitLibe79-election_president_Bresil_Murilo	1616-10218978_347-553	Durant les semaines avant l’élection présidentielle, Murilo a beaucoup parlé avec ses amis. «Personne n’était pour Bolsonaro mais plutôt contre le Parti des travailleurs, qui a ruiné le pays», assure-t-il. 	aetienne_1629826341897_1616-10218978	aetienne	contre le Parti des travailleurs, qui a ruiné le pays	SPrep	contre;ruiné	Suggeree	Base	Aucun	Colere	Aucune	contre;ruiné	contre le parti de travailleur , qui avoir ruiner le pays
