Token_declencheur	Corpus	Id_aa	Nom_aa	Id_phrase	Texte_phrase	Id_SitEmo	Auteur_SitEmo	Texte_SitEmo	Nature_SitEmo	Declencheur_entier	Mode	Type1	Type2	Cat1	Cat2	Lemme
bien	PtitLibe	2640-29197080	7-12_PtitLibe24-JO_Paris_Pourquoi_certains_contre	2640-29197080_2282-2436	«C’est bien gentil les paillettes, les jolies histoires, mais en réalité les JO c’est surtout une affaire de sponsors et d’argent,affirme Frédéric Viale. 	aetienne_1621579827725_2640-29197080	aetienne	C’est bien gentil	Proposition	C’est bien gentil	Montree	Base	Aucun	Colere	Aucune	bien
gentil	PtitLibe	2640-29197080	7-12_PtitLibe24-JO_Paris_Pourquoi_certains_contre	2640-29197080_2282-2436	«C’est bien gentil les paillettes, les jolies histoires, mais en réalité les JO c’est surtout une affaire de sponsors et d’argent,affirme Frédéric Viale. 	aetienne_1621579827725_2640-29197080	aetienne	C’est bien gentil	Proposition	C’est bien gentil	Montree	Base	Aucun	Colere	Aucune	gentil
surtout	PtitLibe	2640-29197080	7-12_PtitLibe24-JO_Paris_Pourquoi_certains_contre	2640-29197080_2282-2436	«C’est bien gentil les paillettes, les jolies histoires, mais en réalité les JO c’est surtout une affaire de sponsors et d’argent,affirme Frédéric Viale. 	aetienne_1628171988123_2640-29197080	aetienne	surtout	SAdv	surtout	Montree	Base	Aucun	Colere	Aucune	surtout
des	PtitLibe	2640-29197080	7-12_PtitLibe24-JO_Paris_Pourquoi_certains_contre	2640-29197080_2436-2487	Les Jeux olympiques créent des illusions, du rêve. 	aetienne_1621579827726_2640-29197080	aetienne	des illusions, du rêve	Accumulation	des illusions, du rêve	Montree	Base	Aucun	Colere	Aucune	un
illusions	PtitLibe	2640-29197080	7-12_PtitLibe24-JO_Paris_Pourquoi_certains_contre	2640-29197080_2436-2487	Les Jeux olympiques créent des illusions, du rêve. 	aetienne_1621579827726_2640-29197080	aetienne	des illusions, du rêve	Accumulation	des illusions, du rêve	Montree	Base	Aucun	Colere	Aucune	illusion
du	PtitLibe	2640-29197080	7-12_PtitLibe24-JO_Paris_Pourquoi_certains_contre	2640-29197080_2436-2487	Les Jeux olympiques créent des illusions, du rêve. 	aetienne_1621579827726_2640-29197080	aetienne	des illusions, du rêve	Accumulation	des illusions, du rêve	Montree	Base	Aucun	Colere	Aucune	du
rêve	PtitLibe	2640-29197080	7-12_PtitLibe24-JO_Paris_Pourquoi_certains_contre	2640-29197080_2436-2487	Les Jeux olympiques créent des illusions, du rêve. 	aetienne_1621579827726_2640-29197080	aetienne	des illusions, du rêve	Accumulation	des illusions, du rêve	Montree	Base	Aucun	Colere	Aucune	rêve
même	PtitLibe	2291-4379562	7-12_PtitLibe25-Ouragans_Pourquoi_cette_annee_records	2291-4379562_197-447	Ces ouragans très puissants ont même battu des records : Irma est resté 72 heures en catégorie 5 (le temps le plus long jamais enregistré) et Maria est passé de catégorie 3 à 5 en une quinzaine d’heures alors que d’habitude, il faut au moins un jour.	aetienne_1621579827860_2291-4379562	aetienne	même	SAdv	même	Montree	Base	Aucun	Surprise	Aucune	même
harcèlement	PtitLibe	2265-97810218	7-12_PtitLibe28-Weinstein_harcelement_sexuel_Lina_et_Meissane	2265-97810218_394-485	Maintenant, on voit du harcèlement tous les jours, dans la rue, dans le métro, au travail. 	aetienne_1628577532459_2265-97810218	aetienne	voit du harcèlement tous les jours, dans la rue, dans le métro, au travail	Proposition	harcèlement	Montree	Base	Aucun	Peur	Aucune	harcèlement
ce	PtitLibe	2265-97810218	7-12_PtitLibe28-Weinstein_harcelement_sexuel_Lina_et_Meissane	2265-97810218_689-809	Tu ne peux pas vraiment comprendre parce que tu es un garçon, ce n’est pas toi qui te fais siffler, klaxonner, insulter.	aetienne_1628577608340_2265-97810218	aetienne	ce n’est pas toi qui	Enonce clive	ce n’est pas toi qui	Montree	Base	Aucun	Colere	Aucune	ce
n	PtitLibe	2265-97810218	7-12_PtitLibe28-Weinstein_harcelement_sexuel_Lina_et_Meissane	2265-97810218_689-809	Tu ne peux pas vraiment comprendre parce que tu es un garçon, ce n’est pas toi qui te fais siffler, klaxonner, insulter.	aetienne_1628577608340_2265-97810218	aetienne	ce n’est pas toi qui	Enonce clive	ce n’est pas toi qui	Montree	Base	Aucun	Colere	Aucune	n
est	PtitLibe	2265-97810218	7-12_PtitLibe28-Weinstein_harcelement_sexuel_Lina_et_Meissane	2265-97810218_689-809	Tu ne peux pas vraiment comprendre parce que tu es un garçon, ce n’est pas toi qui te fais siffler, klaxonner, insulter.	aetienne_1628577608340_2265-97810218	aetienne	ce n’est pas toi qui	Enonce clive	ce n’est pas toi qui	Montree	Base	Aucun	Colere	Aucune	être
pas	PtitLibe	2265-97810218	7-12_PtitLibe28-Weinstein_harcelement_sexuel_Lina_et_Meissane	2265-97810218_689-809	Tu ne peux pas vraiment comprendre parce que tu es un garçon, ce n’est pas toi qui te fais siffler, klaxonner, insulter.	aetienne_1628577608340_2265-97810218	aetienne	ce n’est pas toi qui	Enonce clive	ce n’est pas toi qui	Montree	Base	Aucun	Colere	Aucune	pas
toi	PtitLibe	2265-97810218	7-12_PtitLibe28-Weinstein_harcelement_sexuel_Lina_et_Meissane	2265-97810218_689-809	Tu ne peux pas vraiment comprendre parce que tu es un garçon, ce n’est pas toi qui te fais siffler, klaxonner, insulter.	aetienne_1628577608340_2265-97810218	aetienne	ce n’est pas toi qui	Enonce clive	ce n’est pas toi qui	Montree	Base	Aucun	Colere	Aucune	lui
qui	PtitLibe	2265-97810218	7-12_PtitLibe28-Weinstein_harcelement_sexuel_Lina_et_Meissane	2265-97810218_689-809	Tu ne peux pas vraiment comprendre parce que tu es un garçon, ce n’est pas toi qui te fais siffler, klaxonner, insulter.	aetienne_1628577608340_2265-97810218	aetienne	ce n’est pas toi qui	Enonce clive	ce n’est pas toi qui	Montree	Base	Aucun	Colere	Aucune	qui
siffler	PtitLibe	2265-97810218	7-12_PtitLibe28-Weinstein_harcelement_sexuel_Lina_et_Meissane	2265-97810218_689-809	Tu ne peux pas vraiment comprendre parce que tu es un garçon, ce n’est pas toi qui te fais siffler, klaxonner, insulter.	aetienne_1628577646178_2265-97810218	aetienne	siffler, klaxonner, insulter	Accumulation	siffler, klaxonner, insulter	Montree	Base	Aucun	Colere	Aucune	siffler
klaxonner	PtitLibe	2265-97810218	7-12_PtitLibe28-Weinstein_harcelement_sexuel_Lina_et_Meissane	2265-97810218_689-809	Tu ne peux pas vraiment comprendre parce que tu es un garçon, ce n’est pas toi qui te fais siffler, klaxonner, insulter.	aetienne_1628577646178_2265-97810218	aetienne	siffler, klaxonner, insulter	Accumulation	siffler, klaxonner, insulter	Montree	Base	Aucun	Colere	Aucune	klaxonner
insulter	PtitLibe	2265-97810218	7-12_PtitLibe28-Weinstein_harcelement_sexuel_Lina_et_Meissane	2265-97810218_689-809	Tu ne peux pas vraiment comprendre parce que tu es un garçon, ce n’est pas toi qui te fais siffler, klaxonner, insulter.	aetienne_1628577646178_2265-97810218	aetienne	siffler, klaxonner, insulter	Accumulation	siffler, klaxonner, insulter	Montree	Base	Aucun	Colere	Aucune	insulter
hein	PtitLibe	2265-97810218	7-12_PtitLibe28-Weinstein_harcelement_sexuel_Lina_et_Meissane	2265-97810218_969-1017	Lina : Les films ce n’est pas la réalité, hein. 	aetienne_1621579828256_2265-97810218	aetienne	hein	Interjection	hein	Montree	Base	Aucun	Colere	Aucune	hein
Naturellement	PtitLibe	2265-97810218	7-12_PtitLibe28-Weinstein_harcelement_sexuel_Lina_et_Meissane	2265-97810218_1531-1555	Lina : Naturellement ?? 	aetienne_1628577741823_2265-97810218	aetienne	Naturellement	Enonce averbal	Naturellement	Montree	Base	Aucun	Colere	Aucune	naturellement
quel	PtitLibe	4003-63503649	7-12_PtitLibe32-P_tit_Libe_philosophes_Qui_a_cree_etranger	4003-63503649_477-506	«Créer», quel drôle de mot ! 	aetienne_1628685254274_4003-63503649	aetienne	quel drôle de mot	Enonce exclamatif	quel drôle de mot	Montree	Base	Aucun	Joie	Aucune	quel
drôle	PtitLibe	4003-63503649	7-12_PtitLibe32-P_tit_Libe_philosophes_Qui_a_cree_etranger	4003-63503649_477-506	«Créer», quel drôle de mot ! 	aetienne_1628685254274_4003-63503649	aetienne	quel drôle de mot	Enonce exclamatif	quel drôle de mot	Montree	Base	Aucun	Joie	Aucune	drôle
de	PtitLibe	4003-63503649	7-12_PtitLibe32-P_tit_Libe_philosophes_Qui_a_cree_etranger	4003-63503649_477-506	«Créer», quel drôle de mot ! 	aetienne_1628685254274_4003-63503649	aetienne	quel drôle de mot	Enonce exclamatif	quel drôle de mot	Montree	Base	Aucun	Joie	Aucune	de
mot	PtitLibe	4003-63503649	7-12_PtitLibe32-P_tit_Libe_philosophes_Qui_a_cree_etranger	4003-63503649_477-506	«Créer», quel drôle de mot ! 	aetienne_1628685254274_4003-63503649	aetienne	quel drôle de mot	Enonce exclamatif	quel drôle de mot	Montree	Base	Aucun	Joie	Aucune	mot
pas	PtitLibe	2470-94890510	7-12_PtitLibe36-conflit_Israel-Palestine_Tavor_Areen	2470-94890510_1884-1936	C’est pas juste parce que Trump, il ne vit pas ici. 	aetienne_1628759510283_2470-94890510	aetienne	C’est pas juste	Proposition	pas juste	Montree	Base	Aucun	Colere	Aucune	pas
juste	PtitLibe	2470-94890510	7-12_PtitLibe36-conflit_Israel-Palestine_Tavor_Areen	2470-94890510_1884-1936	C’est pas juste parce que Trump, il ne vit pas ici. 	aetienne_1628759510283_2470-94890510	aetienne	C’est pas juste	Proposition	pas juste	Montree	Base	Aucun	Colere	Aucune	juste
ce	PtitLibe	2470-94890510	7-12_PtitLibe36-conflit_Israel-Palestine_Tavor_Areen	2470-94890510_1936-2068	Il veut passer pour un président fort et ami des Israéliens, mais ce n’est pas lui qui va subir les conséquences de ce qu’il a dit. 	aetienne_1628759566402_2470-94890510	aetienne	ce n’est pas lui qui	Enonce clive	ce n’est pas lui qui	Montree	Base	Aucun	Colere	Aucune	ce
n	PtitLibe	2470-94890510	7-12_PtitLibe36-conflit_Israel-Palestine_Tavor_Areen	2470-94890510_1936-2068	Il veut passer pour un président fort et ami des Israéliens, mais ce n’est pas lui qui va subir les conséquences de ce qu’il a dit. 	aetienne_1628759566402_2470-94890510	aetienne	ce n’est pas lui qui	Enonce clive	ce n’est pas lui qui	Montree	Base	Aucun	Colere	Aucune	n
est	PtitLibe	2470-94890510	7-12_PtitLibe36-conflit_Israel-Palestine_Tavor_Areen	2470-94890510_1936-2068	Il veut passer pour un président fort et ami des Israéliens, mais ce n’est pas lui qui va subir les conséquences de ce qu’il a dit. 	aetienne_1628759566402_2470-94890510	aetienne	ce n’est pas lui qui	Enonce clive	ce n’est pas lui qui	Montree	Base	Aucun	Colere	Aucune	être
pas	PtitLibe	2470-94890510	7-12_PtitLibe36-conflit_Israel-Palestine_Tavor_Areen	2470-94890510_1936-2068	Il veut passer pour un président fort et ami des Israéliens, mais ce n’est pas lui qui va subir les conséquences de ce qu’il a dit. 	aetienne_1628759566402_2470-94890510	aetienne	ce n’est pas lui qui	Enonce clive	ce n’est pas lui qui	Montree	Base	Aucun	Colere	Aucune	pas
lui	PtitLibe	2470-94890510	7-12_PtitLibe36-conflit_Israel-Palestine_Tavor_Areen	2470-94890510_1936-2068	Il veut passer pour un président fort et ami des Israéliens, mais ce n’est pas lui qui va subir les conséquences de ce qu’il a dit. 	aetienne_1628759566402_2470-94890510	aetienne	ce n’est pas lui qui	Enonce clive	ce n’est pas lui qui	Montree	Base	Aucun	Colere	Aucune	lui
qui	PtitLibe	2470-94890510	7-12_PtitLibe36-conflit_Israel-Palestine_Tavor_Areen	2470-94890510_1936-2068	Il veut passer pour un président fort et ami des Israéliens, mais ce n’est pas lui qui va subir les conséquences de ce qu’il a dit. 	aetienne_1628759566402_2470-94890510	aetienne	ce n’est pas lui qui	Enonce clive	ce n’est pas lui qui	Montree	Base	Aucun	Colere	Aucune	qui
juste	PtitLibe	2470-94890510	7-12_PtitLibe36-conflit_Israel-Palestine_Tavor_Areen	2470-94890510_2131-2163	Ça va juste faire tuer des gens.	aetienne_1628759649442_2470-94890510	aetienne	juste	SAdv	juste	Montree	Base	Base	Colere	Tristesse	juste
même	PtitLibe	2304-29927007	7-12_PtitLibe38-youtubeurs_YouTube_nouvelle_facon_d_apprendre	2304-29927007_2038-2196	On peut même apprendre quelle est la probabilité (la chance) de s’embrasser en mangeant le même spaghetti comme dans le dessin animé la Belle et le Clochard !	aetienne_1621579829519_2304-29927007	aetienne	même	SAdv	même	Montree	Base	Aucun	Surprise	Aucune	même
même	PtitLibe	1274-10948905	7-12_PtitLibe39-vaccins_Douglas	1274-10948905_451-755	Habitué aux piqûres parce qu’il est diabétique, ce petit garçon de 8 ans n’avait pas vraiment peur : «Son grand frère de 15 ans était plus angoissé que lui, j’ai même dû lui mettre un patch antidouleur !» s’amuse Lydie, sa maman. «Le seul vaccin qui m’a fait un peu mal, c’est celui contre la méningite. 	aetienne_1621579829546_1274-10948905	aetienne	même	SAdv	même	Montree	Base	Base	Surprise	Joie	même
pourtant	PtitLibe	1880-5839416	7-12_PtitLibe42-BD_Mortelle_Adele_naissance_Mortelle_Adele	1880-5839416_337-446	Adèle, qui ne veut surtout pas être gentille et adore faire des bêtises, est pourtant une star aujourd’hui ! 	aetienne_1621579830046_1880-5839416	aetienne	pourtant	SAdv	pourtant	Montree	Base	Aucun	Surprise	Aucune	pourtant
déjà	PtitLibe	1880-5839416	7-12_PtitLibe42-BD_Mortelle_Adele_naissance_Mortelle_Adele	1880-5839416_941-1017	900 000 albums de Mortelle Adèle ont déjà été vendus, ce qui est beaucoup ! 	aetienne_1628868508189_1880-5839416	aetienne	déjà	SAdv	déjà	Montree	Base	Complexe	Surprise	Admiration	déjà
chouette	PtitLibe	1880-5839416	7-12_PtitLibe42-BD_Mortelle_Adele_naissance_Mortelle_Adele	1880-5839416_1331-1422	C’est chouette aussi de montrer aux garçons qu’ils peuvent avoir une fille comme héroïne !»	aetienne_1621579830051_1880-5839416	aetienne	chouette	Interjection	chouette	Montree	Base	Aucun	Joie	Aucune	chouet
même	PtitLibe	2620-76642335	7-12_PtitLibe45-plan_loup_Pourquoi_loup_fait_peur	2620-76642335_1500-1554	On en trouvait partout, même dans les grandes villes. 	aetienne_1621579830345_2620-76642335	aetienne	même	SAdv	même	Montree	Base	Aucun	Surprise	Aucune	même
En	PtitLibe	1617-47445255	7-12_PtitLibe47-SNCF_SNCF	1617-47445255_1292-1349	En plus, il fallait 8 heures pour les mettre en marche ! 	aetienne_1628929933862_1617-47445255	aetienne	En plus	SPrep	En plus	Montree	Base	Aucun	Surprise	Aucune	en
plus	PtitLibe	1617-47445255	7-12_PtitLibe47-SNCF_SNCF	1617-47445255_1292-1349	En plus, il fallait 8 heures pour les mettre en marche ! 	aetienne_1628929933862_1617-47445255	aetienne	En plus	SPrep	En plus	Montree	Base	Aucun	Surprise	Aucune	plus
Hallucinant	PtitLibe	3046-12408759	7-12_PtitLibe48-fake_news_Comment_reconnaitre_fake_news	3046-12408759_1151-1197	Hallucinant !!», il y a de quoi s’interroger. 	aetienne_1628930972466_3046-12408759	aetienne	Hallucinant	Enonce averbal	Hallucinant	Montree	Base	Aucun	Surprise	Aucune	hallucinant
pas	PtitLibe	2231-47025297	7-12_PtitLibe5-Securite_vie_apres_attentats_mes_droits	2231-47025297_1541-1584	Mais ce n’était pas du tout un terroriste !	aetienne_1623251168065_2231-47025297	aetienne	pas du tout	SAdv	pas du tout	Montree	Base	Aucun	Surprise	Aucune	pas
du	PtitLibe	2231-47025297	7-12_PtitLibe5-Securite_vie_apres_attentats_mes_droits	2231-47025297_1541-1584	Mais ce n’était pas du tout un terroriste !	aetienne_1623251168065_2231-47025297	aetienne	pas du tout	SAdv	pas du tout	Montree	Base	Aucun	Surprise	Aucune	du
tout	PtitLibe	2231-47025297	7-12_PtitLibe5-Securite_vie_apres_attentats_mes_droits	2231-47025297_1541-1584	Mais ce n’était pas du tout un terroriste !	aetienne_1623251168065_2231-47025297	aetienne	pas du tout	SAdv	pas du tout	Montree	Base	Aucun	Surprise	Aucune	tout
La	PtitLibe	2495-22627737	7-12_PtitLibe52-donnees_personnelles_Ou_se_trouvent_nos_donnees	2495-22627737_2366-2376	La honte !	aetienne_1629213622817_2495-22627737	aetienne	La honte	Enonce averbal	La honte	Montree	Complexe	Aucun	Embarras	Aucune	le
honte	PtitLibe	2495-22627737	7-12_PtitLibe52-donnees_personnelles_Ou_se_trouvent_nos_donnees	2495-22627737_2366-2376	La honte !	aetienne_1629213622817_2495-22627737	aetienne	La honte	Enonce averbal	La honte	Montree	Complexe	Aucun	Embarras	Aucune	honte
qu	PtitLibe	2168-84671532	7-12_PtitLibe57-Mai_68_change_esprit_gens	2168-84671532_1122-1188	En France, les femmes n’avaient eu le droit de voter qu’en 1944 ! 	aetienne_1629274436774_2168-84671532	aetienne	qu’en 1944	Autre	qu’en	Montree	Base	Aucun	Surprise	Aucune	que
en	PtitLibe	2168-84671532	7-12_PtitLibe57-Mai_68_change_esprit_gens	2168-84671532_1122-1188	En France, les femmes n’avaient eu le droit de voter qu’en 1944 ! 	aetienne_1629274436774_2168-84671532	aetienne	qu’en 1944	Autre	qu’en	Montree	Base	Aucun	Surprise	Aucune	en
jusqu	PtitLibe	1806-43795620	7-12_PtitLibe59-Roland-Garros_Comment_marche_match_tennis	1806-43795620_1154-1189	Ils arrivent à aller jusqu’à 6-6 ! 	aetienne_1629279577520_1806-43795620	aetienne	jusqu’à 6-6	SPrep	jusqu’à	Montree	Base	Complexe	Surprise	Admiration	jusqu
à	PtitLibe	1806-43795620	7-12_PtitLibe59-Roland-Garros_Comment_marche_match_tennis	1806-43795620_1154-1189	Ils arrivent à aller jusqu’à 6-6 ! 	aetienne_1629279577520_1806-43795620	aetienne	jusqu’à 6-6	SPrep	jusqu’à	Montree	Base	Complexe	Surprise	Admiration	à
pourtant	PtitLibe	3625-59854014	7-12_PtitLibe6-secrets_29_fevrier_29_fevrier	3625-59854014_266-289	Et pourtant ça existe. 	aetienne_1621579832156_3625-59854014	aetienne	pourtant	SAdv	pourtant	Montree	Base	Aucun	Surprise	Aucune	pourtant
encore	PtitLibe	3877-12408759	7-12_PtitLibe6-secrets_29_fevrier_invente_29_fevrier	3877-12408759_561-686	Quand il y a un décalage aussi grand, les saisons sont décalées : il fait encore un froid hivernal quand on arrive en avril !	aetienne_1623396925887_3877-12408759	aetienne	encore	SAdv	encore	Montree	Base	Aucun	Surprise	Aucune	encore
même	PtitLibe	3877-12408759	7-12_PtitLibe6-secrets_29_fevrier_invente_29_fevrier	3877-12408759_820-968	Mais les citoyens qui habitaient loin de la capitale, Rome, n’étaient souvent même pas au courant, car personne ne leur avait apporté la nouvelle ! 	aetienne_1621579832202_3877-12408759	aetienne	même	SAdv	même	Montree	Base	Aucun	Surprise	Aucune	même
c	PtitLibe	2082-41605839	7-12_PtitLibe65-Tour_France_Pourquoi_gros_evenement	2082-41605839_35-127	«Le Tour de France, c’est Noël en juillet», déclarait autrefois l’écrivain Antoine Blondin. 	aetienne_1629385142799_2082-41605839	aetienne	c’est Noël en juillet	Proposition	c’est Noël en juillet	Montree	Base	Aucun	Joie	Aucune	ce
est	PtitLibe	2082-41605839	7-12_PtitLibe65-Tour_France_Pourquoi_gros_evenement	2082-41605839_35-127	«Le Tour de France, c’est Noël en juillet», déclarait autrefois l’écrivain Antoine Blondin. 	aetienne_1629385142799_2082-41605839	aetienne	c’est Noël en juillet	Proposition	c’est Noël en juillet	Montree	Base	Aucun	Joie	Aucune	être
Noël	PtitLibe	2082-41605839	7-12_PtitLibe65-Tour_France_Pourquoi_gros_evenement	2082-41605839_35-127	«Le Tour de France, c’est Noël en juillet», déclarait autrefois l’écrivain Antoine Blondin. 	aetienne_1629385142799_2082-41605839	aetienne	c’est Noël en juillet	Proposition	c’est Noël en juillet	Montree	Base	Aucun	Joie	Aucune	Noël
en	PtitLibe	2082-41605839	7-12_PtitLibe65-Tour_France_Pourquoi_gros_evenement	2082-41605839_35-127	«Le Tour de France, c’est Noël en juillet», déclarait autrefois l’écrivain Antoine Blondin. 	aetienne_1629385142799_2082-41605839	aetienne	c’est Noël en juillet	Proposition	c’est Noël en juillet	Montree	Base	Aucun	Joie	Aucune	en
juillet	PtitLibe	2082-41605839	7-12_PtitLibe65-Tour_France_Pourquoi_gros_evenement	2082-41605839_35-127	«Le Tour de France, c’est Noël en juillet», déclarait autrefois l’écrivain Antoine Blondin. 	aetienne_1629385142799_2082-41605839	aetienne	c’est Noël en juillet	Proposition	c’est Noël en juillet	Montree	Base	Aucun	Joie	Aucune	juillet
même	PtitLibe	2280-8759124	7-12_PtitLibe71-protection_patrimoine_Chantal-Laure	2280-8759124_1846-1964	Ils ont même réussi à retrouver des descendants de la famille Biolay, qui a quitté le village il y a plus de 100 ans !	aetienne_1629708314732_2280-8759124	aetienne	même	SAdv	même	Montree	Base	Aucun	Surprise	Aucune	même
C	PtitLibe	2280-8759124	7-12_PtitLibe71-protection_patrimoine_Chantal-Laure	2280-8759124_1964-2064	«C’est tout un pan de notre histoire communale qu’on a retrouvé, se félicite Laurent, l’enseignant. 	aetienne_1629708431622_2280-8759124	aetienne	C’est tout un pan de notre histoire communale qu	Enonce clive	C’est tout un pan de notre histoire communale qu	Montree	Complexe	Aucun	Fierte	Aucune	ce
est	PtitLibe	2280-8759124	7-12_PtitLibe71-protection_patrimoine_Chantal-Laure	2280-8759124_1964-2064	«C’est tout un pan de notre histoire communale qu’on a retrouvé, se félicite Laurent, l’enseignant. 	aetienne_1629708431622_2280-8759124	aetienne	C’est tout un pan de notre histoire communale qu	Enonce clive	C’est tout un pan de notre histoire communale qu	Montree	Complexe	Aucun	Fierte	Aucune	être
tout	PtitLibe	2280-8759124	7-12_PtitLibe71-protection_patrimoine_Chantal-Laure	2280-8759124_1964-2064	«C’est tout un pan de notre histoire communale qu’on a retrouvé, se félicite Laurent, l’enseignant. 	aetienne_1629708431622_2280-8759124	aetienne	C’est tout un pan de notre histoire communale qu	Enonce clive	C’est tout un pan de notre histoire communale qu	Montree	Complexe	Aucun	Fierte	Aucune	tout
un	PtitLibe	2280-8759124	7-12_PtitLibe71-protection_patrimoine_Chantal-Laure	2280-8759124_1964-2064	«C’est tout un pan de notre histoire communale qu’on a retrouvé, se félicite Laurent, l’enseignant. 	aetienne_1629708431622_2280-8759124	aetienne	C’est tout un pan de notre histoire communale qu	Enonce clive	C’est tout un pan de notre histoire communale qu	Montree	Complexe	Aucun	Fierte	Aucune	un
pan	PtitLibe	2280-8759124	7-12_PtitLibe71-protection_patrimoine_Chantal-Laure	2280-8759124_1964-2064	«C’est tout un pan de notre histoire communale qu’on a retrouvé, se félicite Laurent, l’enseignant. 	aetienne_1629708431622_2280-8759124	aetienne	C’est tout un pan de notre histoire communale qu	Enonce clive	C’est tout un pan de notre histoire communale qu	Montree	Complexe	Aucun	Fierte	Aucune	pan
de	PtitLibe	2280-8759124	7-12_PtitLibe71-protection_patrimoine_Chantal-Laure	2280-8759124_1964-2064	«C’est tout un pan de notre histoire communale qu’on a retrouvé, se félicite Laurent, l’enseignant. 	aetienne_1629708431622_2280-8759124	aetienne	C’est tout un pan de notre histoire communale qu	Enonce clive	C’est tout un pan de notre histoire communale qu	Montree	Complexe	Aucun	Fierte	Aucune	de
notre	PtitLibe	2280-8759124	7-12_PtitLibe71-protection_patrimoine_Chantal-Laure	2280-8759124_1964-2064	«C’est tout un pan de notre histoire communale qu’on a retrouvé, se félicite Laurent, l’enseignant. 	aetienne_1629708431622_2280-8759124	aetienne	C’est tout un pan de notre histoire communale qu	Enonce clive	C’est tout un pan de notre histoire communale qu	Montree	Complexe	Aucun	Fierte	Aucune	son
histoire	PtitLibe	2280-8759124	7-12_PtitLibe71-protection_patrimoine_Chantal-Laure	2280-8759124_1964-2064	«C’est tout un pan de notre histoire communale qu’on a retrouvé, se félicite Laurent, l’enseignant. 	aetienne_1629708431622_2280-8759124	aetienne	C’est tout un pan de notre histoire communale qu	Enonce clive	C’est tout un pan de notre histoire communale qu	Montree	Complexe	Aucun	Fierte	Aucune	histoire
communale	PtitLibe	2280-8759124	7-12_PtitLibe71-protection_patrimoine_Chantal-Laure	2280-8759124_1964-2064	«C’est tout un pan de notre histoire communale qu’on a retrouvé, se félicite Laurent, l’enseignant. 	aetienne_1629708431622_2280-8759124	aetienne	C’est tout un pan de notre histoire communale qu	Enonce clive	C’est tout un pan de notre histoire communale qu	Montree	Complexe	Aucun	Fierte	Aucune	communal
qu	PtitLibe	2280-8759124	7-12_PtitLibe71-protection_patrimoine_Chantal-Laure	2280-8759124_1964-2064	«C’est tout un pan de notre histoire communale qu’on a retrouvé, se félicite Laurent, l’enseignant. 	aetienne_1629708431622_2280-8759124	aetienne	C’est tout un pan de notre histoire communale qu	Enonce clive	C’est tout un pan de notre histoire communale qu	Montree	Complexe	Aucun	Fierte	Aucune	que
d'ailleurs	PtitLibe	1856-40875912	7-12_PtitLibe71-protection_patrimoine_Pourquoi_patrimoine	1856-40875912_826-1036	Pendant quelques semaines, on peut acheter des jeux à gratter et des tickets de Loto spéciaux, pour essayer de gagner de l’argent (un homme a d'ailleurs déjà gagné 1,5 million d'euros en grattant un ticket !). 	aetienne_1629709918734_1856-40875912	aetienne	d'ailleurs	SAdv	d'ailleurs	Montree	Base	Aucun	Surprise	Aucune	de
déjà	PtitLibe	1856-40875912	7-12_PtitLibe71-protection_patrimoine_Pourquoi_patrimoine	1856-40875912_826-1036	Pendant quelques semaines, on peut acheter des jeux à gratter et des tickets de Loto spéciaux, pour essayer de gagner de l’argent (un homme a d'ailleurs déjà gagné 1,5 million d'euros en grattant un ticket !). 	aetienne_1621579833815_1856-40875912	aetienne	déjà	SAdv	déjà	Montree	Base	Aucun	Surprise	Aucune	déjà
Pourtant	PtitLibe	2865-26277372	7-12_PtitLibe73-Fashion_Week_D_ou_viennent_modes	2865-26277372_230-277	Pourtant à l’époque, c’était super à la mode ! 	aetienne_1621579833981_2865-26277372	aetienne	Pourtant	SAdv	Pourtant	Montree	Base	Aucun	Surprise	Aucune	pourtant
déjà	PtitLibe	2860-49635036	7-12_PtitLibe78-Trump_mi-mandat_Pourquoi_Trump_divise	2860-49635036_1684-1912	Le Washington Post, un journal américain sérieux, compte ses mensonges et ses erreurs à chaque fois qu’il dit quelque chose et il y a en déjà plus de 5 000 ! «Il ne ment pas forcément volontairement, mais il dit n’importe quoi. 	aetienne_1621579834562_2860-49635036	aetienne	déjà	SAdv	déjà	Montree	Base	Aucun	Surprise	Aucune	déjà
même	PtitLibe	2621-23357664	7-12_PtitLibe78-Trump_mi-mandat_quoi_servent_ces_elections	2621-23357664_1952-2042	En plus de ça, Donald Trump pourrait même être obligé de quitter son poste de président ! 	aetienne_1621579834610_2621-23357664	aetienne	même	SAdv	même	Montree	Base	Aucun	Surprise	Aucune	même
même	PtitLibe	1616-10218978	7-12_PtitLibe79-election_president_Bresil_Murilo	1616-10218978_1338-1382	De nos jours, même les profs sont agressés. 	aetienne_1629826486030_1616-10218978	aetienne	même	SAdv	même	Montree	Base	Base	Colere	Peur	même
Comment	PtitLibe	4990-64963503	7-12_PtitLibe80-P_tit_Libe_philosophes_Comment_eleveur_peut_aimer_animaux	4990-64963503_975-1040	On pourrait d’abord la comprendre comme un reproche : «Comment ? 	aetienne_1629827767694_4990-64963503	aetienne	Comment ?	Enonce averbal	Comment ?	Montree	Base	Aucun	Colere	Aucune	comment
