Token_declencheur	Corpus	Id_aa	Nom_aa	Id_phrase	Texte_phrase	Id_SitEmo	Auteur_SitEmo	Texte_SitEmo	Nature_SitEmo	Declencheur_entier	Mode	Type1	Type2	Cat1	Cat2	Lemme
prestigieuse	PtitLibe	2421-86861313	7-12_PtitLibe94-cesars_et_oscars_lyceens_votent	2421-86861313_416-601	Leur mission est importante : ils font partie des 2 000 élèves qui ont le privilège de voter pour le césar du meilleur film, la catégorie la plus prestigieuse de cette grande cérémonie.	aetienne_1630097868346_2421-86861313	aetienne	la plus prestigieuse de cette grande cérémonie	SAdj	prestigieuse	Designee	Complexe	Aucun	Admiration	Aucune	prestigieux
chance	PtitLibe	2421-86861313	7-12_PtitLibe94-cesars_et_oscars_lyceens_votent	2421-86861313_676-856	Seuls les professionnels qui travaillent dans le cinéma peuvent normalement voter. «C’est une grande chance, remarque Estelle, 17 ans, qui veut devenir comédienne et réalisatrice. 	aetienne_1621579836692_2421-86861313	aetienne	C’est une grande chance	Proposition	chance	Suggeree	Complexe	Base	Fierte	Joie	chance
ne	PtitLibe	2421-86861313	7-12_PtitLibe94-cesars_et_oscars_lyceens_votent	2421-86861313_856-912	Je ne pensais pas avoir l’occasion de vivre ça un jour. 	aetienne_1621579836693_2421-86861313	aetienne	ne pensais pas avoir l’occasion de vivre ça un jour	Proposition	ne pensais pas avoir l’occasion de vivre ça un jour	Suggeree	Complexe	Base	Fierte	Joie	ne
pensais	PtitLibe	2421-86861313	7-12_PtitLibe94-cesars_et_oscars_lyceens_votent	2421-86861313_856-912	Je ne pensais pas avoir l’occasion de vivre ça un jour. 	aetienne_1621579836693_2421-86861313	aetienne	ne pensais pas avoir l’occasion de vivre ça un jour	Proposition	ne pensais pas avoir l’occasion de vivre ça un jour	Suggeree	Complexe	Base	Fierte	Joie	penser
pas	PtitLibe	2421-86861313	7-12_PtitLibe94-cesars_et_oscars_lyceens_votent	2421-86861313_856-912	Je ne pensais pas avoir l’occasion de vivre ça un jour. 	aetienne_1621579836693_2421-86861313	aetienne	ne pensais pas avoir l’occasion de vivre ça un jour	Proposition	ne pensais pas avoir l’occasion de vivre ça un jour	Suggeree	Complexe	Base	Fierte	Joie	pas
avoir	PtitLibe	2421-86861313	7-12_PtitLibe94-cesars_et_oscars_lyceens_votent	2421-86861313_856-912	Je ne pensais pas avoir l’occasion de vivre ça un jour. 	aetienne_1621579836693_2421-86861313	aetienne	ne pensais pas avoir l’occasion de vivre ça un jour	Proposition	ne pensais pas avoir l’occasion de vivre ça un jour	Suggeree	Complexe	Base	Fierte	Joie	avoir
l	PtitLibe	2421-86861313	7-12_PtitLibe94-cesars_et_oscars_lyceens_votent	2421-86861313_856-912	Je ne pensais pas avoir l’occasion de vivre ça un jour. 	aetienne_1621579836693_2421-86861313	aetienne	ne pensais pas avoir l’occasion de vivre ça un jour	Proposition	ne pensais pas avoir l’occasion de vivre ça un jour	Suggeree	Complexe	Base	Fierte	Joie	le
occasion	PtitLibe	2421-86861313	7-12_PtitLibe94-cesars_et_oscars_lyceens_votent	2421-86861313_856-912	Je ne pensais pas avoir l’occasion de vivre ça un jour. 	aetienne_1621579836693_2421-86861313	aetienne	ne pensais pas avoir l’occasion de vivre ça un jour	Proposition	ne pensais pas avoir l’occasion de vivre ça un jour	Suggeree	Complexe	Base	Fierte	Joie	occasion
de	PtitLibe	2421-86861313	7-12_PtitLibe94-cesars_et_oscars_lyceens_votent	2421-86861313_856-912	Je ne pensais pas avoir l’occasion de vivre ça un jour. 	aetienne_1621579836693_2421-86861313	aetienne	ne pensais pas avoir l’occasion de vivre ça un jour	Proposition	ne pensais pas avoir l’occasion de vivre ça un jour	Suggeree	Complexe	Base	Fierte	Joie	de
vivre	PtitLibe	2421-86861313	7-12_PtitLibe94-cesars_et_oscars_lyceens_votent	2421-86861313_856-912	Je ne pensais pas avoir l’occasion de vivre ça un jour. 	aetienne_1621579836693_2421-86861313	aetienne	ne pensais pas avoir l’occasion de vivre ça un jour	Proposition	ne pensais pas avoir l’occasion de vivre ça un jour	Suggeree	Complexe	Base	Fierte	Joie	vivre
ça	PtitLibe	2421-86861313	7-12_PtitLibe94-cesars_et_oscars_lyceens_votent	2421-86861313_856-912	Je ne pensais pas avoir l’occasion de vivre ça un jour. 	aetienne_1621579836693_2421-86861313	aetienne	ne pensais pas avoir l’occasion de vivre ça un jour	Proposition	ne pensais pas avoir l’occasion de vivre ça un jour	Suggeree	Complexe	Base	Fierte	Joie	ça
un	PtitLibe	2421-86861313	7-12_PtitLibe94-cesars_et_oscars_lyceens_votent	2421-86861313_856-912	Je ne pensais pas avoir l’occasion de vivre ça un jour. 	aetienne_1621579836693_2421-86861313	aetienne	ne pensais pas avoir l’occasion de vivre ça un jour	Proposition	ne pensais pas avoir l’occasion de vivre ça un jour	Suggeree	Complexe	Base	Fierte	Joie	un
jour	PtitLibe	2421-86861313	7-12_PtitLibe94-cesars_et_oscars_lyceens_votent	2421-86861313_856-912	Je ne pensais pas avoir l’occasion de vivre ça un jour. 	aetienne_1621579836693_2421-86861313	aetienne	ne pensais pas avoir l’occasion de vivre ça un jour	Proposition	ne pensais pas avoir l’occasion de vivre ça un jour	Suggeree	Complexe	Base	Fierte	Joie	jour
rires	PtitLibe	2421-86861313	7-12_PtitLibe94-cesars_et_oscars_lyceens_votent	2421-86861313_1030-1076	Les premiers rires éclatent, c’est bon signe. 	aetienne_1621579836695_2421-86861313	aetienne	Les premiers rires	SN	rires	Comportementale	Base	Aucun	Joie	Aucune	rire
applaudissements	PtitLibe	2421-86861313	7-12_PtitLibe94-cesars_et_oscars_lyceens_votent	2421-86861313_1076-1309	Le film plaît, les jeunes se détendent et plongent avec délice dans l’histoire de ce vieux chanteur français dépassé mais bien vivant, filmé par son fils dont il ne sait pas être le père. A la fin, les applaudissements retentissent. 	aetienne_1630098164507_2421-86861313	aetienne	les applaudissements	SN	applaudissements	Comportementale	Base	Aucun	Joie	Aucune	applaudissement
délice	PtitLibe	2421-86861313	7-12_PtitLibe94-cesars_et_oscars_lyceens_votent	2421-86861313_1076-1309	Le film plaît, les jeunes se détendent et plongent avec délice dans l’histoire de ce vieux chanteur français dépassé mais bien vivant, filmé par son fils dont il ne sait pas être le père. A la fin, les applaudissements retentissent. 	aetienne_1621579836697_2421-86861313	aetienne	délice	SN	délice	Designee	Base	Aucun	Joie	Aucune	délice
surprise	PtitLibe	2421-86861313	7-12_PtitLibe94-cesars_et_oscars_lyceens_votent	2421-86861313_1309-1402	Giovanni, 17 ans, est conquis : «Je ne m’attendais pas à ça, c’est une vraie bonne surprise. 	aetienne_1621579836700_2421-86861313	aetienne	une vraie bonne surprise	SN	surprise	Designee	Base	Base	Surprise	Joie	surprise
ne	PtitLibe	2421-86861313	7-12_PtitLibe94-cesars_et_oscars_lyceens_votent	2421-86861313_1309-1402	Giovanni, 17 ans, est conquis : «Je ne m’attendais pas à ça, c’est une vraie bonne surprise. 	aetienne_1630098213816_2421-86861313	aetienne	ne m’attendais pas à ça	Proposition	ne m’attendais pas	Suggeree	Base	Aucun	Surprise	Aucune	ne
m	PtitLibe	2421-86861313	7-12_PtitLibe94-cesars_et_oscars_lyceens_votent	2421-86861313_1309-1402	Giovanni, 17 ans, est conquis : «Je ne m’attendais pas à ça, c’est une vraie bonne surprise. 	aetienne_1630098213816_2421-86861313	aetienne	ne m’attendais pas à ça	Proposition	ne m’attendais pas	Suggeree	Base	Aucun	Surprise	Aucune	mètre
attendais	PtitLibe	2421-86861313	7-12_PtitLibe94-cesars_et_oscars_lyceens_votent	2421-86861313_1309-1402	Giovanni, 17 ans, est conquis : «Je ne m’attendais pas à ça, c’est une vraie bonne surprise. 	aetienne_1630098213816_2421-86861313	aetienne	ne m’attendais pas à ça	Proposition	ne m’attendais pas	Suggeree	Base	Aucun	Surprise	Aucune	attendre
pas	PtitLibe	2421-86861313	7-12_PtitLibe94-cesars_et_oscars_lyceens_votent	2421-86861313_1309-1402	Giovanni, 17 ans, est conquis : «Je ne m’attendais pas à ça, c’est une vraie bonne surprise. 	aetienne_1630098213816_2421-86861313	aetienne	ne m’attendais pas à ça	Proposition	ne m’attendais pas	Suggeree	Base	Aucun	Surprise	Aucune	pas
s	PtitLibe	2421-86861313	7-12_PtitLibe94-cesars_et_oscars_lyceens_votent	2421-86861313_1402-1652	J’aime le message du film, qu’il faut vivre sa vie tant qu’on peut, même en faisant des excès», s’enthousiasme le jeune homme qui fait partie, comme ses autres camarades, de l’option cinéma, une matière étudiée ici une fois par semaine, le mercredi. 	aetienne_1621579836703_2421-86861313	aetienne	s’enthousiasme	Proposition	s’enthousiasme	Comportementale	Base	Aucun	Joie	Aucune	s
enthousiasme	PtitLibe	2421-86861313	7-12_PtitLibe94-cesars_et_oscars_lyceens_votent	2421-86861313_1402-1652	J’aime le message du film, qu’il faut vivre sa vie tant qu’on peut, même en faisant des excès», s’enthousiasme le jeune homme qui fait partie, comme ses autres camarades, de l’option cinéma, une matière étudiée ici une fois par semaine, le mercredi. 	aetienne_1621579836703_2421-86861313	aetienne	s’enthousiasme	Proposition	s’enthousiasme	Comportementale	Base	Aucun	Joie	Aucune	enthousiasme
surpris	PtitLibe	2421-86861313	7-12_PtitLibe94-cesars_et_oscars_lyceens_votent	2421-86861313_2165-2189	Guy les a tous surpris. 	aetienne_1630098335454_2421-86861313	aetienne	a surpris	Proposition	surpris	Designee	Base	Aucun	Surprise	Aucune	surprendre
préoccupations	PtitLibe	2421-86861313	7-12_PtitLibe94-cesars_et_oscars_lyceens_votent	2421-86861313_2189-2285	Le film, qui pourrait pourtant paraître loin de leurs préoccupations, les a totalement séduits. 	aetienne_1621579836710_2421-86861313	aetienne	préoccupations	SN	préoccupations	Designee	Base	Aucun	Tristesse	Aucune	préoccupation
reconnaissance	PtitLibe	2404-14128587	7-12_PtitLibe94-cesars_et_oscars_Que_representent_ces_recompenses	2404-14128587_34-108	C’est d’abord une sacrée reconnaissance pour celles et ceux qui gagnent ! 	aetienne_1621579836695_2404-14128587	aetienne	une sacrée reconnaissance	SN	reconnaissance	Suggeree	Complexe	Aucun	Fierte	Aucune	reconnaissance
gagnent	PtitLibe	2404-14128587	7-12_PtitLibe94-cesars_et_oscars_Que_representent_ces_recompenses	2404-14128587_34-108	C’est d’abord une sacrée reconnaissance pour celles et ceux qui gagnent ! 	aetienne_1621579836696_2404-14128587	aetienne	gagnent	Proposition	gagnent	Suggeree	Base	Complexe	Joie	Fierte	gagner
excellence	PtitLibe	2404-14128587	7-12_PtitLibe94-cesars_et_oscars_Que_representent_ces_recompenses	2404-14128587_108-362	C’est comme si un enfant recevait un prix pour son travail de la part de nombreux élèves de son pays. «Quand une personne reçoit un césar, ça veut dire que des gens qui font le même métier considèrent que son travail a représenté une forme d’excellence. 	aetienne_1630098972101_2404-14128587	aetienne	des gens qui font le même métier considèrent que son travail a représenté une forme d’excellence	Proposition	excellence	Suggeree	Complexe	Aucun	Fierte	Aucune	excellence
prix	PtitLibe	2404-14128587	7-12_PtitLibe94-cesars_et_oscars_Que_representent_ces_recompenses	2404-14128587_108-362	C’est comme si un enfant recevait un prix pour son travail de la part de nombreux élèves de son pays. «Quand une personne reçoit un césar, ça veut dire que des gens qui font le même métier considèrent que son travail a représenté une forme d’excellence. 	aetienne_1621579836697_2404-14128587	aetienne	recevait un prix pour son travail de la part de nombreux élèves de son pays	Proposition	prix	Suggeree	Complexe	Base	Fierte	Joie	prix
fierté	PtitLibe	2404-14128587	7-12_PtitLibe94-cesars_et_oscars_Que_representent_ces_recompenses	2404-14128587_362-480	C’est une grande fierté», remarque Aurélien Ferenczi, journaliste et critique de cinéma au magazine culturel Télérama.	aetienne_1621579836700_2404-14128587	aetienne	une grande fierté	SN	fierté	Designee	Complexe	Aucun	Fierte	Aucune	fierté
prestigieux	PtitLibe	2404-14128587	7-12_PtitLibe94-cesars_et_oscars_Que_representent_ces_recompenses	2404-14128587_1920-2072	Surtout celui du meilleur film «parce que c’est le prix le plus prestigieux au monde, avec la palme d’or du festival de Cannes», ajoute Didier Allouch. 	aetienne_1630099069641_2404-14128587	aetienne	le plus prestigieux	SAdj	prestigieux	Designee	Complexe	Aucun	Admiration	Aucune	prestigieux
Remporter	PtitLibe	2404-14128587	7-12_PtitLibe94-cesars_et_oscars_Que_representent_ces_recompenses	2404-14128587_2072-2277	Remporter un oscar, c’est la consécration. «Ça veut dire qu’on a réussi sa carrière, quoi qu’il arrive après !» Et pour les réalisateurs, c’est plus facile de financer un film quand on a eu un oscar avant.	aetienne_1621579836718_2404-14128587	aetienne	Remporter un oscar, c’est la consécration	Proposition	Remporter;consécration	Suggeree	Complexe	Aucun	Fierte	Aucune	remporter
consécration	PtitLibe	2404-14128587	7-12_PtitLibe94-cesars_et_oscars_Que_representent_ces_recompenses	2404-14128587_2072-2277	Remporter un oscar, c’est la consécration. «Ça veut dire qu’on a réussi sa carrière, quoi qu’il arrive après !» Et pour les réalisateurs, c’est plus facile de financer un film quand on a eu un oscar avant.	aetienne_1621579836718_2404-14128587	aetienne	Remporter un oscar, c’est la consécration	Proposition	Remporter;consécration	Suggeree	Complexe	Aucun	Fierte	Aucune	consécration
réussi	PtitLibe	2404-14128587	7-12_PtitLibe94-cesars_et_oscars_Que_representent_ces_recompenses	2404-14128587_2072-2277	Remporter un oscar, c’est la consécration. «Ça veut dire qu’on a réussi sa carrière, quoi qu’il arrive après !» Et pour les réalisateurs, c’est plus facile de financer un film quand on a eu un oscar avant.	aetienne_1630099174634_2404-14128587	aetienne	a réussi sa carrière	Proposition	réussi	Suggeree	Complexe	Aucun	Fierte	Aucune	réussir
critiquée	PtitLibe	2956-16788321	7-12_PtitLibe94-cesars_et_oscars_Qui_vote_pour_films_et_comment	2956-16788321_674-803	Il y a trois ans, l’Académie a été très critiquée parce qu’elle comptait depuis longtemps surtout des hommes blancs, assez âgés. 	aetienne_1621579836716_2956-16788321	aetienne	a été très critiquée	Proposition	critiquée	Comportementale	Base	Aucun	Colere	Aucune	critiquer
impressionnant	PtitLibe	2956-16788321	7-12_PtitLibe94-cesars_et_oscars_Qui_vote_pour_films_et_comment	2956-16788321_2258-2345	C’est aussi impressionnant qu’une campagne électorale pour être élu président du pays. 	aetienne_1621579836722_2956-16788321	aetienne	aussi impressionnant qu’une campagne électorale pour être élu président du pays	SAdj	impressionnant	Designee	Base	Complexe	Surprise	Admiration	impressionnant
drôle	PtitLibe	2456-77862213	7-12_PtitLibe94-cesars_et_oscars_quoi_ressemblent_ceremonies	2456-77862213_407-640	Cette année, c’est l’acteur Kad Merad qui l’anime. «En France on a du mal à la faire marcher, c’est moins dynamique et moins drôle qu’aux oscars», remarque Thomas Aïdan, rédacteur en chef de la revue de cinéma la Septième Obsession. 	aetienne_1621579836725_2456-77862213	aetienne	moins drôle qu’aux oscars	SAdj	drôle	Designee	Base	Aucun	Joie	Aucune	drôle
rire	PtitLibe	2456-77862213	7-12_PtitLibe94-cesars_et_oscars_quoi_ressemblent_ceremonies	2456-77862213_640-726	La comédienne Valérie Lemercier avait bien fait rire la salle il y a plusieurs années.	aetienne_1621579836727_2456-77862213	aetienne	rire	Proposition	rire	Comportementale	Base	Aucun	Joie	Aucune	rire
alors	PtitLibe	2456-77862213	7-12_PtitLibe94-cesars_et_oscars_quoi_ressemblent_ceremonies	2456-77862213_830-1001	En 1991, elle s’était trompée en annonçant que l’actrice Judith Godrèche avait gagné le césar du meilleur espoir féminin alors que c’était une autre Judith, Judith Henry !	aetienne_1630099627944_2456-77862213	aetienne	alors que c’était une autre Judith, Judith Henry	Proposition	alors que	Suggeree	Base	Aucun	Surprise	Aucune	alors
que	PtitLibe	2456-77862213	7-12_PtitLibe94-cesars_et_oscars_quoi_ressemblent_ceremonies	2456-77862213_830-1001	En 1991, elle s’était trompée en annonçant que l’actrice Judith Godrèche avait gagné le césar du meilleur espoir féminin alors que c’était une autre Judith, Judith Henry !	aetienne_1630099627944_2456-77862213	aetienne	alors que c’était une autre Judith, Judith Henry	Proposition	alors que	Suggeree	Base	Aucun	Surprise	Aucune	que
malaise	PtitLibe	2456-77862213	7-12_PtitLibe94-cesars_et_oscars_quoi_ressemblent_ceremonies	2456-77862213_1601-1639	En 2017, il y a eu un énorme malaise. 	aetienne_1621579836734_2456-77862213	aetienne	un énorme malaise	SN	malaise	Designee	Complexe	Aucun	Embarras	Aucune	malaise
gênant	PtitLibe	2456-77862213	7-12_PtitLibe94-cesars_et_oscars_quoi_ressemblent_ceremonies	2456-77862213_1785-1867	C’était très gênant parce que toute l’équipe du film était déjà montée sur scène !	aetienne_1621579836737_2456-77862213	aetienne	très gênant	SAdj	gênant	Designee	Complexe	Aucun	Embarras	Aucune	gênant
la	PtitLibe	2456-77862213	7-12_PtitLibe94-cesars_et_oscars_quoi_ressemblent_ceremonies	2456-77862213_1867-2002	En 2002, Halle Berry est la première femme noire à remporter l’oscar de la meilleure actrice pour son rôle dans A l’ombre de la haine. 	aetienne_1630099965379_2456-77862213	aetienne	la première femme noire à remporter l’oscar de la meilleure actrice	SN	la première;remporter;meilleure	Suggeree	Complexe	Base	Fierte	Joie	le
première	PtitLibe	2456-77862213	7-12_PtitLibe94-cesars_et_oscars_quoi_ressemblent_ceremonies	2456-77862213_1867-2002	En 2002, Halle Berry est la première femme noire à remporter l’oscar de la meilleure actrice pour son rôle dans A l’ombre de la haine. 	aetienne_1630099965379_2456-77862213	aetienne	la première femme noire à remporter l’oscar de la meilleure actrice	SN	la première;remporter;meilleure	Suggeree	Complexe	Base	Fierte	Joie	premier
remporter	PtitLibe	2456-77862213	7-12_PtitLibe94-cesars_et_oscars_quoi_ressemblent_ceremonies	2456-77862213_1867-2002	En 2002, Halle Berry est la première femme noire à remporter l’oscar de la meilleure actrice pour son rôle dans A l’ombre de la haine. 	aetienne_1630099965379_2456-77862213	aetienne	la première femme noire à remporter l’oscar de la meilleure actrice	SN	la première;remporter;meilleure	Suggeree	Complexe	Base	Fierte	Joie	remporter
meilleure	PtitLibe	2456-77862213	7-12_PtitLibe94-cesars_et_oscars_quoi_ressemblent_ceremonies	2456-77862213_1867-2002	En 2002, Halle Berry est la première femme noire à remporter l’oscar de la meilleure actrice pour son rôle dans A l’ombre de la haine. 	aetienne_1630099965379_2456-77862213	aetienne	la première femme noire à remporter l’oscar de la meilleure actrice	SN	la première;remporter;meilleure	Suggeree	Complexe	Base	Fierte	Joie	meilleur
dit	PtitLibe	2456-77862213	7-12_PtitLibe94-cesars_et_oscars_quoi_ressemblent_ceremonies	2456-77862213_2035-2261	On peut enfin parler de l’acteur français Jean Dujardin qui a reçu en 2012 l’oscar du meilleur acteur pour The Artist. A la fin de son discours, il était fou de joie et a dit des gros mots alors que c’est interdit aux oscars. 	aetienne_1630100129492_2456-77862213	aetienne	a dit des gros mots	Proposition	dit des gros mots	Comportementale	Base	Aucun	Joie	Aucune	dire
des	PtitLibe	2456-77862213	7-12_PtitLibe94-cesars_et_oscars_quoi_ressemblent_ceremonies	2456-77862213_2035-2261	On peut enfin parler de l’acteur français Jean Dujardin qui a reçu en 2012 l’oscar du meilleur acteur pour The Artist. A la fin de son discours, il était fou de joie et a dit des gros mots alors que c’est interdit aux oscars. 	aetienne_1630100129492_2456-77862213	aetienne	a dit des gros mots	Proposition	dit des gros mots	Comportementale	Base	Aucun	Joie	Aucune	un
gros	PtitLibe	2456-77862213	7-12_PtitLibe94-cesars_et_oscars_quoi_ressemblent_ceremonies	2456-77862213_2035-2261	On peut enfin parler de l’acteur français Jean Dujardin qui a reçu en 2012 l’oscar du meilleur acteur pour The Artist. A la fin de son discours, il était fou de joie et a dit des gros mots alors que c’est interdit aux oscars. 	aetienne_1630100129492_2456-77862213	aetienne	a dit des gros mots	Proposition	dit des gros mots	Comportementale	Base	Aucun	Joie	Aucune	gros
mots	PtitLibe	2456-77862213	7-12_PtitLibe94-cesars_et_oscars_quoi_ressemblent_ceremonies	2456-77862213_2035-2261	On peut enfin parler de l’acteur français Jean Dujardin qui a reçu en 2012 l’oscar du meilleur acteur pour The Artist. A la fin de son discours, il était fou de joie et a dit des gros mots alors que c’est interdit aux oscars. 	aetienne_1630100129492_2456-77862213	aetienne	a dit des gros mots	Proposition	dit des gros mots	Comportementale	Base	Aucun	Joie	Aucune	mot
joie	PtitLibe	2456-77862213	7-12_PtitLibe94-cesars_et_oscars_quoi_ressemblent_ceremonies	2456-77862213_2035-2261	On peut enfin parler de l’acteur français Jean Dujardin qui a reçu en 2012 l’oscar du meilleur acteur pour The Artist. A la fin de son discours, il était fou de joie et a dit des gros mots alors que c’est interdit aux oscars. 	aetienne_1621579836745_2456-77862213	aetienne	fou de joie	SAdj	joie	Designee	Base	Aucun	Joie	Aucune	joie
meilleur	PtitLibe	2456-77862213	7-12_PtitLibe94-cesars_et_oscars_quoi_ressemblent_ceremonies	2456-77862213_2035-2261	On peut enfin parler de l’acteur français Jean Dujardin qui a reçu en 2012 l’oscar du meilleur acteur pour The Artist. A la fin de son discours, il était fou de joie et a dit des gros mots alors que c’est interdit aux oscars. 	aetienne_1630100034848_2456-77862213	aetienne	a reçu l’oscar du meilleur acteur pour The Artist	Proposition	meilleur	Suggeree	Complexe	Base	Fierte	Joie	meilleur
reprochaient	PtitLibe	3065-98540145	7-12_PtitLibe95-antisemitisme_antisemitisme	3065-98540145_312-483	L’antisémitisme est d’abord apparu pour une raison religieuse. «Les premiers chrétiens reprochaient aux juifs de ne pas avoir reconnu Jésus Christ comme l’envoyé de Dieu. 	aetienne_1621579836750_3065-98540145	aetienne	reprochaient aux juifs de ne pas avoir reconnu Jésus Christ comme l’envoyé de Dieu	Proposition	reprochaient	Comportementale	Base	Aucun	Colere	Aucune	reprocher
accusaient	PtitLibe	3065-98540145	7-12_PtitLibe95-antisemitisme_antisemitisme	3065-98540145_483-629	Ils les accusaient aussi d’être à l’origine de la mort du Christ», raconte Marie-Anne Matard-Bonucci, historienne spécialiste de l’antisémitisme. 	aetienne_1621579836751_3065-98540145	aetienne	les accusaient d’être à l’origine de la mort du Christ	Proposition	accusaient	Comportementale	Base	Aucun	Colere	Aucune	accuser
mort	PtitLibe	3065-98540145	7-12_PtitLibe95-antisemitisme_antisemitisme	3065-98540145_483-629	Ils les accusaient aussi d’être à l’origine de la mort du Christ», raconte Marie-Anne Matard-Bonucci, historienne spécialiste de l’antisémitisme. 	aetienne_1630100453252_3065-98540145	aetienne	être à l’origine de la mort du Christ	Proposition	mort	Suggeree	Base	Aucun	Colere	Aucune	mourir
tuer	PtitLibe	3065-98540145	7-12_PtitLibe95-antisemitisme_antisemitisme	3065-98540145_678-796	Dès le Moyen Age, ils étaient accusés d’empoisonner les puits ou de tuer les enfants, ce qui était complètement faux. 	aetienne_1630100558355_3065-98540145	aetienne	tuer les enfants	Proposition	tuer	Suggeree	Base	Aucun	Colere	Aucune	tuer
accusés	PtitLibe	3065-98540145	7-12_PtitLibe95-antisemitisme_antisemitisme	3065-98540145_678-796	Dès le Moyen Age, ils étaient accusés d’empoisonner les puits ou de tuer les enfants, ce qui était complètement faux. 	aetienne_1630100492017_3065-98540145	aetienne	étaient accusés d’empoisonner les puits ou de tuer les enfants, ce qui était complètement faux	Proposition	accusés	Comportementale	Base	Aucun	Colere	Aucune	accuser
empoisonner	PtitLibe	3065-98540145	7-12_PtitLibe95-antisemitisme_antisemitisme	3065-98540145_678-796	Dès le Moyen Age, ils étaient accusés d’empoisonner les puits ou de tuer les enfants, ce qui était complètement faux. 	aetienne_1630100534697_3065-98540145	aetienne	empoisonner les puits	Proposition	empoisonner	Suggeree	Base	Aucun	Colere	Aucune	empoisonner
n	PtitLibe	3065-98540145	7-12_PtitLibe95-antisemitisme_antisemitisme	3065-98540145_796-972	Des juifs ont été chassés de leurs pays, n’ont pas pu exercer certains métiers ou ont été regroupés dans des ghettos, des quartiers où ils vivaient entassés et très pauvrement.	aetienne_1630100640751_3065-98540145	aetienne	n’ont pas pu exercer certains métiers	Proposition	n’ont pas pu	Suggeree	Base	Aucun	Tristesse	Aucune	n
ont	PtitLibe	3065-98540145	7-12_PtitLibe95-antisemitisme_antisemitisme	3065-98540145_796-972	Des juifs ont été chassés de leurs pays, n’ont pas pu exercer certains métiers ou ont été regroupés dans des ghettos, des quartiers où ils vivaient entassés et très pauvrement.	aetienne_1630100640751_3065-98540145	aetienne	n’ont pas pu exercer certains métiers	Proposition	n’ont pas pu	Suggeree	Base	Aucun	Tristesse	Aucune	avoir
pas	PtitLibe	3065-98540145	7-12_PtitLibe95-antisemitisme_antisemitisme	3065-98540145_796-972	Des juifs ont été chassés de leurs pays, n’ont pas pu exercer certains métiers ou ont été regroupés dans des ghettos, des quartiers où ils vivaient entassés et très pauvrement.	aetienne_1630100640751_3065-98540145	aetienne	n’ont pas pu exercer certains métiers	Proposition	n’ont pas pu	Suggeree	Base	Aucun	Tristesse	Aucune	pas
pu	PtitLibe	3065-98540145	7-12_PtitLibe95-antisemitisme_antisemitisme	3065-98540145_796-972	Des juifs ont été chassés de leurs pays, n’ont pas pu exercer certains métiers ou ont été regroupés dans des ghettos, des quartiers où ils vivaient entassés et très pauvrement.	aetienne_1630100640751_3065-98540145	aetienne	n’ont pas pu exercer certains métiers	Proposition	n’ont pas pu	Suggeree	Base	Aucun	Tristesse	Aucune	pouvoir
ghettos	PtitLibe	3065-98540145	7-12_PtitLibe95-antisemitisme_antisemitisme	3065-98540145_796-972	Des juifs ont été chassés de leurs pays, n’ont pas pu exercer certains métiers ou ont été regroupés dans des ghettos, des quartiers où ils vivaient entassés et très pauvrement.	aetienne_1630100665480_3065-98540145	aetienne	ont été regroupés dans des ghettos, des quartiers où ils vivaient entassés et très pauvrement	Proposition	ghettos;pauvrement	Suggeree	Base	Aucun	Tristesse	Aucune	ghetto
pauvrement	PtitLibe	3065-98540145	7-12_PtitLibe95-antisemitisme_antisemitisme	3065-98540145_796-972	Des juifs ont été chassés de leurs pays, n’ont pas pu exercer certains métiers ou ont été regroupés dans des ghettos, des quartiers où ils vivaient entassés et très pauvrement.	aetienne_1630100665480_3065-98540145	aetienne	ont été regroupés dans des ghettos, des quartiers où ils vivaient entassés et très pauvrement	Proposition	ghettos;pauvrement	Suggeree	Base	Aucun	Tristesse	Aucune	pauvrement
chassés	PtitLibe	3065-98540145	7-12_PtitLibe95-antisemitisme_antisemitisme	3065-98540145_796-972	Des juifs ont été chassés de leurs pays, n’ont pas pu exercer certains métiers ou ont été regroupés dans des ghettos, des quartiers où ils vivaient entassés et très pauvrement.	aetienne_1621579836755_3065-98540145	aetienne	ont été chassés de leurs pays	Proposition	chassés	Suggeree	Base	Aucun	Tristesse	Aucune	chasser
accusés	PtitLibe	3065-98540145	7-12_PtitLibe95-antisemitisme_antisemitisme	3065-98540145_1143-1301	D’abord, les juifs étaient accusés d’avoir provoqué la Révolution française de 1789 parce qu’elle leur avait permis de devenir des citoyens comme les autres. 	aetienne_1630100693292_3065-98540145	aetienne	étaient accusés d’avoir provoqué la Révolution française de 1789	Proposition	accusés	Comportementale	Base	Aucun	Colere	Aucune	accuser
malheur	PtitLibe	3065-98540145	7-12_PtitLibe95-antisemitisme_antisemitisme	3065-98540145_1888-2115	Au XXe (20e) siècle, le dictateur allemand Adolf Hitler a repris toutes les accusations antisémites précédentes en disant que les juifs faisaient le malheur de l’humanité et que, pour que ça s’arrête, il fallait tous les tuer. 	aetienne_1621579836762_3065-98540145	aetienne	le malheur	SN	malheur	Designee	Base	Aucun	Tristesse	Aucune	malheur
